Country,Region,Facility_Name,Renamed_Facility_Type,Facility_Owner,Latitude,Longitude,Location_Source
Congo,Brazzaville,Mpissa l'Hopital de Base,Base Hospital,Government,-4.3034,15.2467,Google Earth
Congo,Brazzaville,Makelekele l'Hopital de Base,Base Hospital,Government,-4.2687,15.2138,Google Earth
Congo,Brazzaville,Talagai l'Hopital de Base,Base Hospital,Government,-4.221,15.2831,Google Earth
Congo,Niari,Dolisie l'Hopital de Base,Base Hospital,Government,-4.1964,12.6718,Google Earth
Congo,Plateaux,Abala l'Hopital de Base,Base Hospital,Government,-2.4559,14.7089,Geonames
Congo,Plateaux,Djambala l'Hopital de Base,Base Hospital,Government,-2.5447,14.7533,Geonames
Congo,Plateaux,Gamboma l'Hopital de Base,Base Hospital,Government,-1.8789,15.8623,Google Earth
Congo,Pointe Noire,Tie-Tie l'Hopital de Base,Base Hospital,Government,-4.8067,11.8963,Google Earth
Congo,Pool,Linzolo l'Hopital de Base,Base Hospital,Government,-4.417,15.116,Encarta
Congo,Sangha,Ouesso l'Hopital de Base,Base Hospital,Government,1.6151,16.0568,Google Earth
Democratic Republic of Congo,Congo Central,Matetta Centre Hospitalier,Central Hospital,Government,-5.231,15.0293,Geonames
Democratic Republic of Congo,Congo Central,Onatra Centre Hospitalier,Central Hospital,Government,-5.8449,13.0465,GPS
Democratic Republic of Congo,Congo Central,Sampa Centre Hospitalier,Central Hospital,Government,-5.8567,13.0621,GPS
Democratic Republic of Congo,Congo Central,Agrifor Centre Hospitalier,Central Hospital,Government,-5.5763,13.0236,GPS
Democratic Republic of Congo,Congo Central,Martin Luther Centre Hospitalier,Central Hospital,Government,-5.7975,13.0485,GPS
Democratic Republic of Congo,Congo Central,Zongo Centre Hospitalier,Central Hospital,Government,-4.7864,14.8921,GPS
Democratic Republic of Congo,Congo Central,Kionzo Centre Hospitalier,Central Hospital,Government,-5.7544,13.4221,GPS
Democratic Republic of Congo,Congo Central,Makaya Centre Hospitalier,Central Hospital,Government,-5.1918,13.5083,Google Earth
Democratic Republic of Congo,Congo Central,Nsanda Kizulu Centre Hospitalier,Central Hospital,Government,-5.6125,13.4428,GPS
Democratic Republic of Congo,Congo Central,Graaf Centre Hospitalier,Central Hospital,Government,-5.4131,12.9582,GPS
Democratic Republic of Congo,Congo Central,Kiezila Centre Hospitalier,Central Hospital,Government,-5.5694,13.0352,GPS
Democratic Republic of Congo,Congo Central,Kipholo 2 Centre Hospitalier,Central Hospital,Government,-5.3645,12.5745,GPS
Democratic Republic of Congo,Congo Central,Kinkosi Luidi Centre Hospitalier,Central Hospital,Government,-5.6334,15.6664,Geonames
Democratic Republic of Congo,Haut-Uele,Isiro Centre Hospitalier,Central Hospital,Government,2.7696,27.616,Other
Democratic Republic of Congo,Haut-Uele,Neisu Centre Hospitalier,Central Hospital,Government,2.7326,27.4048,Geonames
Democratic Republic of Congo,Haut-Uele,Nebobongo Centre Hospitalier,Central Hospital,Government,2.4619,27.6318,Combination
Democratic Republic of Congo,Kasai Oriental,Katanda Centre Hospitalier,Central Hospital,Government,-6.3317,23.9014,GPS
Democratic Republic of Congo,Kinshasa,Akram Centre Hospitalier,Central Hospital,Government,-4.3298,15.3422,Google Earth
Democratic Republic of Congo,Kinshasa,Yolo Medical Centre Hospitalier,Central Hospital,Government,-4.4169,15.4003,GPS
Democratic Republic of Congo,Kinshasa,Mokali Centre Hospitalier,Central Hospital,Government,-4.4438,15.2496,GPS
Democratic Republic of Congo,Kinshasa,Bolingo Centre Hospitalier,Central Hospital,Government,-4.3591,15.2996,Combination
Democratic Republic of Congo,Lomamil,St Joseph Centre Hospitalier,Central Hospital,Government,-6.1302,24.5259,GPS
Democratic Republic of Congo,Lulua,Horizon 3000 Centre Hospitalier,Central Hospital,Government,-5.6139,23.4988,GPS
Democratic Republic of Congo,Maniema,Bioglodie Centre Hospitalier,Central Hospital,Government,-2.9356,25.8979,Combination
Democratic Republic of Congo,Maniema,Kindu SNCC Centre Hospitalier,Central Hospital,Government,-2.9175,25.9334,Combination
Democratic Republic of Congo,Maniema,Kitulizo/BDOM Centre Hospitalier,Central Hospital,Government,-2.9717,25.9135,Combination
Democratic Republic of Congo,Maniema,MSR Centre Hospitalier,Central Hospital,Government,-2.8582,25.8843,Combination
Democratic Republic of Congo,Maniema,Musofu Centre Hospitalier,Central Hospital,Government,-2.8717,25.9027,Combination
Democratic Republic of Congo,Sankuru,Bena Dibele Centre Hospitalier,Central Hospital,Government,-4.0999,22.83,Geonames
Democratic Republic of Congo,Sud-Kivu,Kazimiya Centre Hospitalier,Central Hospital,Government,-4.571,29.1366,Geonames
Democratic Republic of Congo,Sud-Kivu,Bugarula Centre Hospitalier,Central Hospital,Government,-2.042,29.064,Combination
Democratic Republic of Congo,Sud-Kivu,Kihumba Centre Hospitalier,Central Hospital,Government,-2.2017,29.0445,Other
Democratic Republic of Congo,Sud-Kivu,Miti-Murhesa Centre Hospitalier,Central Hospital,Government,-2.3475,28.7827,Other
Democratic Republic of Congo,Sud-Kivu,Katshungu Centre Hospitalier,Central Hospital,Government,-2.4475,27.3827,Google Earth
Democratic Republic of Congo,Sud-Kivu,Kalungu Centre Hospitalier,Central Hospital,Government,-1.7494,28.9956,Geonames
Democratic Republic of Congo,Sud-Kivu,Kakwende Centre Hospitalier,Central Hospital,Government,-2.8184,28.6864,Combination
Democratic Republic of Congo,Sud-Kivu,Kalambi Centre Hospitalier,Central Hospital,Government,-2.9809,28.516,Geonames
Democratic Republic of Congo,Sud-Kivu,Kiliba CEPAC Centre Hospitalier,Central Hospital,Government,-3.255,29.203,Other
Democratic Republic of Congo,Sud-Kivu,Sange ETAT Centre Hospitalier,Central Hospital,Government,-3.0339,29.1884,Geonames
Democratic Republic of Congo,Sud-Kivu,Kasenga Cepac Centre Hospitalier,Central Hospital,Government,-3.3548,29.1493,Geonames
Democratic Republic of Congo,Sud-Kivu,Makobola Centre Hospitalier,Central Hospital,Government,-3.5477,29.1502,Geonames
Democratic Republic of Congo,Sud-Kivu,Muku Centre Hospitalier,Central Hospital,Government,-2.5371,28.8067,Combination
Gabon,Centre-Est,Koulamoutou Centre Hospitalier Urbain,Central Hospital,Government,-1.1333,12.4667,Geonames
Malawi,Central,Lilongwe Central Hospital,Central Hospital,Government,-13.9769,33.7859,GPS
Malawi,Northern,Mzuzu Central Hospital,Central Hospital,Government,-11.4279,33.9955,GPS
Malawi,Southern,Queen Elizabeth Central Hospital,Central Hospital,Government,-15.8021,35.0207,GPS
Malawi,Southern,Zomba Central Hospital,Central Hospital,Government,-15.3991,35.3129,GPS
Mozambique,Maputo Cidade,Maputo Central Hospital,Central Hospital,Government,-25.97,32.58,Other
Mozambique,Nampula,Nampula Central Hospital,Central Hospital,Government,-15.1233,39.2605,Other
Mozambique,Sofala,HC Beira Central Hospital,Central Hospital,Government,-19.84,34.84,GPS
Namibia,Khomas,Windhoek Central Hospital,Central Hospital,Government,-22.5538,17.0723,GPS
Senegal,Dakar,Dakar Principal Hopital,Central Hospital,Government,14.6613,-17.4348,Google Earth
Zimbabwe,Bulawayo,Ingutsheni Central Hospital,Central Hospital,Government,-20.182,28.577,Google Earth
Zimbabwe,Bulawayo,UBH Central Hospital,Central Hospital,Government,-20.1666,28.6157,Google Earth
Zimbabwe,Bulawayo,Mpilo Central Hospital,Central Hospital,Government,-20.1269,28.57,Geonames
Zimbabwe,Harare,Chitungwiza Central Hospital,Central Hospital,Government,-18.0174,31.0716,Geonames
Zimbabwe,Harare,Parirenyatwa Central Hospital,Central Hospital,Government,-17.8121,31.0427,Google Earth
Zimbabwe,Harare,Harare Central Hospital,Central Hospital,Government,-17.8611,31.0129,Google Earth
Senegal,Dakar,Aristide Le Dantec Centre Hospitalier,Centre Hospital,Government,14.6574,-17.4367,Google Earth
Senegal,Diourbel,Matlaboul Fawzaini Centre Hospitalier,Centre Hospital,Government,14.8583,-15.9089,Google Earth
Nigeria,Adamawa,Borrong Cottage Hospital,Cottage Hospital,Government,9.5416,12.1726,GPS
Nigeria,Adamawa,Fufore Cottage Hospital,Cottage Hospital,Government,9.2229,12.6497,GPS
Nigeria,Adamawa,Guyugk Cottage Hospital,Cottage Hospital,Government,9.9066,11.9293,GPS
Nigeria,Adamawa,Hong Cottage Hospital,Cottage Hospital,Government,10.2278,12.9276,Google Earth
Nigeria,Adamawa,Gulak Cottage Hospital,Cottage Hospital,Government,10.8048,13.4514,GPS
Nigeria,Adamawa,Mayo-Balewa Cottage Hospital,Cottage Hospital,Government,9.0567,12.0627,GPS
Nigeria,Adamawa,Song Cottage Hospital,Cottage Hospital,Government,9.8193,12.6208,GPS
Nigeria,Akwa Ibom,Ukana Cottage Hospital,Cottage Hospital,Government,5.024,7.9173,Google Earth
Nigeria,Akwa Ibom,Upenekang Cottage Hospital,Cottage Hospital,Government,4.5716,7.9783,Google Earth
Nigeria,Akwa Ibom,Asong Cottage Hospital,Cottage Hospital,Government,4.645,7.8204,Other
Nigeria,Akwa Ibom,Ikot Abia Cottage Hospital,Cottage Hospital,Government,4.6841,7.737,GPS
Nigeria,Akwa Ibom,Ikot Ekpaw Cottage Hospital,Cottage Hospital,Government,4.8473,7.7791,GPS
Nigeria,Akwa Ibom,Ekpene Obo Cottage Hospital,Cottage Hospital,Government,4.8633,7.8328,Google Earth
Nigeria,Akwa Ibom,Akai Ubium Cottage Hospital,Cottage Hospital,Government,4.7096,8.0062,GPS
Nigeria,Akwa Ibom,Ikot Ekpene Udo Cottage Hospital,Cottage Hospital,Government,4.6917,7.9428,Other
Nigeria,Akwa Ibom,Ikot Eko Ibon Cottage Hospital,Cottage Hospital,Government,4.6071,7.8079,Other
Nigeria,Bayelsa,Akassa Cottage Hospital,Cottage Hospital,Government,4.322,6.0625,Combination
Nigeria,Bayelsa,Okpoama Cottage Hospital,Cottage Hospital,Government,4.3032,6.2925,Other
Nigeria,Bayelsa,Sangana Cottage Hospital,Cottage Hospital,Government,4.3225,5.9828,Other
Nigeria,Bayelsa,Aleibiri Cottage Hospital,Cottage Hospital,Government,5.0698,5.8718,Other
Nigeria,Bayelsa,Egbemo-Angalabiri Cottage Hospital,Cottage Hospital,Government,4.9237,5.8189,Other
Nigeria,Bayelsa,Ekeremor Cottage Hospital,Cottage Hospital,Government,4.9159,5.8221,GPS
Nigeria,Bayelsa,Peretorugbene Cottage Hospital,Cottage Hospital,Government,4.9746,5.6446,Other
Nigeria,Bayelsa,Tamgbene Cottage Hospital,Cottage Hospital,Government,4.975,5.7479,Other
Nigeria,Bayelsa,Kaiama Cottage Hospital,Cottage Hospital,Government,5.1182,6.3027,GPS
Nigeria,Bayelsa,Okoloba Sabagreia Cottage Hospital,Cottage Hospital,Government,5.0469,6.2426,GPS
Nigeria,Bayelsa,Opokuma Cottage Hospital,Cottage Hospital,Government,5.0724,6.2747,GPS
Nigeria,Bayelsa,Bassambiri Cottage Hospital,Cottage Hospital,Government,4.5336,6.4088,GPS
Nigeria,Bayelsa,Okoroba Cottage Hospital,Cottage Hospital,Government,4.6315,6.4247,Google Earth
Nigeria,Bayelsa,Otuabagi Cott Hospital,Cottage Hospital,Government,4.7091,6.364,GPS
Nigeria,Bayelsa,Otuasega Cottage Hospital,Cottage Hospital,Government,4.918,6.4054,GPS
Nigeria,Bayelsa,Agbere Cottage Hospital,Cottage Hospital,Government,5.2333,6.4,Other
Nigeria,Bayelsa,Ebedebiri Cottage Hospital,Cottage Hospital,Government,5.1388,6.0754,GPS
Nigeria,Bayelsa,Ikibiri CottageHospital,Cottage Hospital,Government,4.7058,5.9988,Other
Nigeria,Bayelsa,Korokorosei Cottage Hospital,Cottage Hospital,Government,4.7076,5.998,Combination
Nigeria,Bayelsa,Lobia Cottage Hospital,Cottage Hospital,Government,4.6566,5.8108,Other
Nigeria,Bayelsa,Ogboinbiri Cottage Hospital,Cottage Hospital,Government,4.8232,5.9633,GPS
Nigeria,Bayelsa,Peremabiri Cottage Hospital,Cottage Hospital,Government,4.639,6.081,GPS
Nigeria,Bayelsa,Ukubie Cottage Hospital,Cottage Hospital,Government,4.6891,5.8346,GPS
Nigeria,Bayelsa,Biseni Cottage Hospital,Cottage Hospital,Government,4.9015,6.2685,Combination
Nigeria,Cross River,Oban Cottage Hospital,Cottage Hospital,Government,5.3199,8.5889,GPS
Nigeria,Cross River,Akpet Central Cottage Hospital,Cottage Hospital,Government,5.6189,8.0958,GPS
Nigeria,Delta,Ogriagbene Cottage Hospital,Cottage Hospital,Government,5.1667,5.6832,Other
Nigeria,Delta,Erhoike Cottage Hospital,Cottage Hospital,Government,5.7644,6.0491,Combination
Nigeria,Delta,Mosogar Cottage Hospital,Cottage Hospital,Government,5.9036,5.7317,GPS
Nigeria,Ebonyi,Agubia Cottage Hospital,Cottage Hospital,Government,6.0705,8.1118,GPS
Nigeria,Edo,Obayantor Cottage Hospital,Cottage Hospital,Government,6.1128,5.6675,Other
Nigeria,Edo,Oben Cottage Hospital,Cottage Hospital,Government,5.9937,5.8995,Other
Nigeria,Enugu,Mgbidi Cottage Hospital,Cottage Hospital,Government,6.0747,7.4549,Other
Nigeria,Enugu,Mmaku Cottage Hospital,Cottage Hospital,Government,6.1027,7.4706,Other
Nigeria,Enugu,Ogbaku Cottage Hospital,Cottage Hospital,Government,6.2071,7.5077,Other
Nigeria,Enugu,Onoli Cottage Hospital,Cottage Hospital,Government,6.0506,7.4749,Other
Nigeria,Enugu,Nenwe Cottage Hospital,Cottage Hospital,Government,6.1356,7.5261,GPS
Nigeria,Enugu,Oduma Cottage Hospital,Cottage Hospital,Government,6.0841,7.6391,GPS
Nigeria,Enugu,Okpanku Cottage Hospital,Cottage Hospital,Government,6.0706,7.4015,GPS
Nigeria,Enugu,Akpoga Nike Cottage Hospital,Cottage Hospital,Government,6.4531,7.6233,GPS
Nigeria,Enugu,Iji Nike Cottage Hospital,Cottage Hospital,Government,6.5099,7.5211,GPS
Nigeria,Enugu,Ugwogo Nike Cottage Hospital,Cottage Hospital,Government,6.6281,7.559,GPS
Nigeria,Enugu,Amechi Cottage Hospital,Cottage Hospital,Government,6.3799,7.5105,GPS
Nigeria,Enugu,Uwani Cottage Hospital,Cottage Hospital,Government,6.4212,7.4972,GPS
Nigeria,Enugu,Aguobu Owa Cottage Hospital,Cottage Hospital,Government,6.3715,7.2725,GPS
Nigeria,Enugu,Amansiodo Imezi Cottage Hospital,Cottage Hospital,Government,6.4667,7.3001,GPS
Nigeria,Enugu,Obeleagu Umana Cottage Hospital,Cottage Hospital,Government,6.3508,7.3662,GPS
Nigeria,Enugu,Olo Cottage Hospital,Cottage Hospital,Government,6.4151,7.1661,GPS
Nigeria,Enugu,Aku Cottage Hospital,Cottage Hospital,Government,6.7028,7.3347,GPS
Nigeria,Enugu,Ogbede Cottage Hospital,Cottage Hospital,Government,6.6712,7.3736,GPS
Nigeria,Enugu,Ette Cottage Hospital,Cottage Hospital,Government,7.05,7.45,Other
Nigeria,Enugu,Itchi Cottage Hospital,Cottage Hospital,Government,6.9701,7.3429,GPS
Nigeria,Enugu,Ovoko Cottage Hospital,Cottage Hospital,Government,6.8982,7.4406,GPS
Nigeria,Enugu,Eha Amufu Cottage Hospital,Cottage Hospital,Government,6.6522,7.7684,Other
Nigeria,Enugu,Mbu Cottage Hospital,Cottage Hospital,Government,6.7876,7.6079,Other
Nigeria,Enugu,Amagunze Cottage Hospital,Cottage Hospital,Government,6.3307,7.654,GPS
Nigeria,Enugu,Nkerefi Cottage Hospital,Cottage Hospital,Government,6.1346,7.6955,GPS
Nigeria,Enugu,Ubahu Cottage Hospital,Cottage Hospital,Government,6.5357,7.6787,GPS
Nigeria,Enugu,Ndiagu Obuno Akpugo Cottage Hospital,Cottage Hospital,Government,6.3364,7.5778,GPS
Nigeria,Enugu,Ehandiagu Cottage Hospital,Cottage Hospital,Government,6.8087,7.5531,GPS
Nigeria,Enugu,Obimo Cottage Hospital,Cottage Hospital,Government,6.809,7.3214,GPS
Nigeria,Enugu,Obukpa Cottage Hospital,Cottage Hospital,Government,6.9001,7.395,Other
Nigeria,Enugu,Okpuje Cottage Hospital,Cottage Hospital,Government,6.9061,7.2941,GPS
Nigeria,Enugu,Opi Agu Cottage Hospital,Cottage Hospital,Government,6.7814,7.4365,Other
Nigeria,Enugu,Achi Uno Cottage Hospital,Cottage Hospital,Government,6.1558,7.3584,GPS
Nigeria,Enugu,Inyi Cottage Hospital,Cottage Hospital,Government,6.1993,7.2691,GPS
Nigeria,Enugu,Obollo Afor Cottage Hospital,Cottage Hospital,Government,6.9148,7.5192,GPS
Nigeria,Enugu,Orba Cottage Hospital,Cottage Hospital,Government,6.8598,7.4684,GPS
Nigeria,Enugu,Affa Cottage Hospital,Cottage Hospital,Government,6.6015,7.3244,GPS
Nigeria,Enugu,Egede Cottage Hospital,Cottage Hospital,Government,6.5452,7.3817,GPS
Nigeria,Enugu,Okpatu Cottage Hospital,Cottage Hospital,Government,6.5715,7.414,GPS
Nigeria,Enugu,Abbi Cottage Hospital,Cottage Hospital,Government,6.8353,7.2388,GPS
Nigeria,Enugu,Nkpologu Cottage Hospital,Cottage Hospital,Government,6.7674,7.2553,Other
Nigeria,Enugu,Umulokpa Cottage Hospital,Cottage Hospital,Government,6.5176,7.1053,GPS
Nigeria,Imo,Umuedo Cottage Hospital,Cottage Hospital,Government,5.117,7.098,Encarta
Nigeria,Jigawa,Birniwa Cottage Hospital,Cottage Hospital,Government,12.7903,10.2348,Other
Nigeria,Jigawa,Gwaram Cottage Hospital,Cottage Hospital,Government,11.2764,9.8858,Other
Nigeria,Jigawa,Bulangu Cottage Hospital,Cottage Hospital,Government,12.0898,10.1057,GPS
Nigeria,Jigawa,Kafin Hausa Cottage Hospital,Cottage Hospital,Government,12.2416,9.9119,GPS
Nigeria,Kano,Fagwalawacott Hospital,Cottage Hospital,Government,12.3189,8.6788,Other
Nigeria,Kano,Dawakin Tofa Cottage Hospital,Cottage Hospital,Government,12.1077,8.3315,GPS
Nigeria,Kano,Kabo Cottage Hospital,Cottage Hospital,Government,11.8514,8.1679,GPS
Nigeria,Kano,Rogo Cottage Hospital,Cottage Hospital,Government,11.5524,7.8305,GPS
Nigeria,Kano,Tudun Wada Cottage Hospital,Cottage Hospital,Government,11.2515,8.3994,Google Earth
Nigeria,Kogi,Adavi Cottage Hospital,Cottage Hospital,Government,7.563,6.1798,Google Earth
Nigeria,Kogi,Adogo Cottage Hospital,Cottage Hospital,Government,7.5154,6.6721,GPS
Nigeria,Kogi,Gboloko Cottage Hospital,Cottage Hospital,Government,7.7325,7.0989,GPS
Nigeria,Kogi,Abocho Cottage Hospital,Cottage Hospital,Government,7.5707,6.9899,GPS
Nigeria,Kogi,Emewe Cottage Hospital,Cottage Hospital,Government,7.5082,6.9329,GPS
Nigeria,Kogi,Ejule Ojebe Cottage Hospital,Cottage Hospital,Government,6.95,6.8333,Geonames
Nigeria,Kogi,Odeke Cottage Hospital,Cottage Hospital,Government,6.7073,6.7977,GPS
Nigeria,Kogi,Onyedega Cottage Hospital,Cottage Hospital,Government,6.8836,6.677,GPS
Nigeria,Kogi,Abugi Cottage Hospital,Cottage Hospital,Government,8.5648,6.2487,Google Earth
Nigeria,Kogi,Agbaja Cottage Hospital,Cottage Hospital,Government,7.993,6.6354,GPS
Nigeria,Kogi,Budon Cottage Hospital,Cottage Hospital,Government,8.2385,6.6292,GPS
Nigeria,Kogi,Eggan Cottage Hospital,Cottage Hospital,Government,8.5725,6.2562,GPS
Nigeria,Kogi,Jamata Cottage Hospital,Cottage Hospital,Government,8.0536,6.7706,GPS
Nigeria,Kogi,Ohono Cottage Hospital,Cottage Hospital,Government,8.0132,6.7651,GPS
Nigeria,Kogi,Ife Olukotun Cottage Hospital,Cottage Hospital,Government,7.9166,5.7666,Other
Nigeria,Kwara,Ballah Cottage Hospital,Cottage Hospital,Government,8.4027,4.4163,GPS
Nigeria,Kwara,Budo Egba Cottage Hospital,Cottage Hospital,Government,8.3167,4.4,Geonames
Nigeria,Kwara,Ilesa Cottage Hospital,Cottage Hospital,Government,8.9129,3.4198,Combination
Nigeria,Kwara,Tsaragi Cottage Hospital,Cottage Hospital,Government,8.8323,4.979,Google Earth
Nigeria,Kwara,Araromi-Opin Cottage Hospital,Cottage Hospital,Government,8.0667,5.25,Other
Nigeria,Kwara,Eruku Cottage Hospital,Cottage Hospital,Government,8.15,5.4167,Geonames
Nigeria,Kwara,Obbo-Aiyegunle Cottage Hospital,Cottage Hospital,Government,8.0333,5.2667,Google Earth
Nigeria,Kwara,Obbo-Ile Cottage Hospital,Cottage Hospital,Government,8.0833,5.3333,Other
Nigeria,Kwara,Omupo Cottage Hospital,Cottage Hospital,Government,8.2732,4.7989,GPS
Nigeria,Kwara,Oro-Ago Cottage Hospital,Cottage Hospital,Government,8.3258,5.231,GPS
Nigeria,Kwara,Iponrin Cottage Hospital,Cottage Hospital,Government,8.6667,4.8833,Other
Nigeria,Kwara,Adewole Cottage Hospital,Cottage Hospital,Government,8.4878,4.5177,GPS
Nigeria,Kwara,Ajikobi Cottage Hospital,Cottage Hospital,Government,8.5029,4.5287,GPS
Nigeria,Kwara,Agbonda Cottage Hospital,Cottage Hospital,Government,8.1301,4.9287,GPS
Nigeria,Kwara,Ajase-Ipo Cottage Hospital,Cottage Hospital,Government,8.2537,4.8063,GPS
Nigeria,Kwara,Ijomu-Oro Cottage Hospital,Cottage Hospital,Government,8.25,4.9166,Other
Nigeria,Kwara,Edidi Cottage Hospital,Cottage Hospital,Government,8.2354,4.9424,GPS
Nigeria,Kwara,Oke Onigbin Cottage Hospital,Cottage Hospital,Government,8.2251,4.9984,GPS
Nigeria,Kwara,Aiyekale Cottage Hospital,Cottage Hospital,Government,8.2199,5.2964,GPS
Nigeria,Kwara,Iloffa Cottage Hospital,Cottage Hospital,Government,8.0992,5.1419,GPS
Nigeria,Kwara,Igbonna Cottage Hospital,Cottage Hospital,Government,8.1889,4.6071,GPS
Nigeria,Kwara,Lade Cottage Hospital,Cottage Hospital,Government,8.7538,5.6166,GPS
Nigeria,Nasarawa,Arigya Cottage Hospital,Cottage Hospital,Government,8.5451,8.5355,Combination
Nigeria,Nasarawa,Umaish Cottage Hospital,Cottage Hospital,Government,8.0083,7.1864,GPS
Nigeria,Plateau,Bassa Cottage Hospital,Cottage Hospital,Government,10.0543,8.7991,Google Earth
Nigeria,Plateau,Moda-Shangfup Cottage Hospital,Cottage Hospital,Government,8.933,9.2836,Combination
Nigeria,Plateau,Garkuwa Cottage Hospital,Cottage Hospital,Government,9.098,9.9626,GPS
Nigeria,River,Edegberi Cottage Hospital,Cottage Hospital,Government,5.1784,6.4979,Google Earth
Nigeria,River,Soku Cottage Hospital,Cottage Hospital,Government,4.6779,6.6808,GPS
Nigeria,River,Ibaa Cottage Hospital,Cottage Hospital,Government,4.9677,6.8157,Geonames
Nigeria,River,Egbu Cottage Hospital,Cottage Hospital,Government,4.99083,7.0544,Google Earth
Nigeria,River,Umuebulu Cottage Hospital,Cottage Hospital,Government,4.9145,7.1289,GPS
Nigeria,River,Obio Cottage Hospital,Cottage Hospital,Government,4.8338,7.0336,GPS
Nigeria,Taraba,Mutum Biyu Cottage Hospital,Cottage Hospital,Government,8.6413,10.7854,GPS
South Sudan,Central Equatoria,Kajokeji County Hospital,County Hospital,Government,3.8523,31.6568,Other
South Sudan,Central Equatoria,Liwolo Missionaries County Hospital,County Hospital,Government,3.7951,31.4299,Other
South Sudan,Central Equatoria,Yei County Hospital,County Hospital,Government,4.0892,30.6735,Geonames
South Sudan,Eastern Equatoria,Npa Chukudum County Hospital,County Hospital,Government,4.2561,33.4561,Other
South Sudan,Eastern Equatoria,Kapoeta County Hospital,County Hospital,Government,4.7724,33.5916,Other
South Sudan,Eastern Equatoria,Nimule County Hospital,County Hospital,Government,3.6003,32.0567,Other
South Sudan,Jonglei,Akobo County Hospital,County Hospital,Government,7.799,33.0102,Other
South Sudan,Jonglei,Fangak County Hospital,County Hospital,Government,9.4091,31.1614,Other
South Sudan,Jonglei,Boma County Hospital,County Hospital,Government,6.1787,34.3883,Other
South Sudan,Lakes,Cueibet County Hospital,County Hospital,Government,7.0131,29.2418,Other
South Sudan,Lakes,Billing County Hospital,County Hospital,Government,6.3949,29.7932,Other
South Sudan,Lakes,Mary Immaculate County Hospital,County Hospital,Government,6.3847,30.0853,Other
South Sudan,Lakes,St Joseph County Hospital,County Hospital,Government,6.5483,30.4949,Other
South Sudan,Lakes,Yirol County Hospital,County Hospital,Government,6.5533,30.5017,Other
South Sudan,Northern Bahr el Ghazal,Akuem County Hospital,County Hospital,Government,8.9621,27.5007,Other
South Sudan,Upper Nile,Longuchuk County Hospital,County Hospital,Government,9.0266,33.4987,Other
South Sudan,Upper Nile,Nassir County Hospital,County Hospital,Government,8.617,33.0744,Other
South Sudan,Upper Nile,Melut County Hospital,County Hospital,Government,10.4444,32.2008,Other
South Sudan,Upper Nile,Renk County Hospital,County Hospital,Government,11.749,32.8,Other
South Sudan,Warrap,Marial Rural County Hospital,County Hospital,Government,8.0428,29.1899,Other
South Sudan,Warrap,Tonj County Hospital,County Hospital,Government,7.2767,28.6798,Other
South Sudan,Warrap,Mother Teresa County Hospital,County Hospital,Government,9.0949,28.4243,Other
South Sudan,Western Bahr el Ghazal,Raga County Hospital,County Hospital,Government,8.4693,25.6766,Other
South Sudan,Western Equatoria,Maltesar County Hospital,County Hospital,Government,4.9163,29.4631,Other
South Sudan,Western Equatoria,Maridi County Hospital,County Hospital,Government,4.916,29.4642,Other
South Sudan,Western Equatoria,Lui County Hospital,County Hospital,Government,5.3428,30.4487,Other
South Sudan,Western Equatoria,Source-Yubu County Hospital,County Hospital,Government,5.3885,27.2512,Other
South Sudan,Western Equatoria,Tambura County Hospital,County Hospital,Government,5.6003,27.475,Geonames
Benin,Alibori,Banikoara Hopital de Zone,District Hospital,Government,11.2991,2.4338,GPS
Benin,Alibori,Kandi Hopital de Zone,District Hospital,Government,11.1364,2.9428,GPS
Benin,Alibori,Malan-Karimama Hopital de Zone,District Hospital,Government,12.067,3.183,Other
Benin,Alibori,Malanville Hopital de Zone,District Hospital,Government,11.864,3.3895,GPS
Benin,Atacora,Kouande Hopital de Zone,District Hospital,Government,10.336,1.6907,GPS
Benin,Atacora,Natitingou Hopital de Zone,District Hospital,Government,10.3105,1.3778,GPS
Benin,Atlantique,Abomey-Calavi Hopital de Zone,District Hospital,Government,6.4727,2.3429,GPS
Benin,Atlantique,Ouidah Hopital de Zone,District Hospital,Government,6.3832,2.0661,GPS
Benin,Collines,Dassa Hopital de Zone,District Hospital,Government,7.7801,2.2002,GPS
Benin,Collines,Savalou Hopital de Zone,District Hospital,Government,7.9271,1.9811,GPS
Benin,Collines,Save Hopital de Zone,District Hospital,Government,8.0543,2.507,GPS
Benin,Couffo,Aplahoue Hopital de Zone,District Hospital,Government,6.942,1.6949,GPS
Benin,Couffo,Klouekanme Hopital de Zone,District Hospital,Government,6.985,1.837,GPS
Benin,Donga,Bassila Hopital de Zone,District Hospital,Government,8.9743,1.7217,GPS
Benin,Littoral,Sourou-Lere Hopital de Zone,District Hospital,Government,6.3818,2.463,GPS
Benin,Mono,Come Hopital de Zone,District Hospital,Government,6.4121,1.8885,GPS
Benin,Mono,Lokossa Hopital de Zone,District Hospital,Government,6.6336,1.7135,GPS
Benin,Oueme,Adjohoun Hopital de Zone,District Hospital,Government,6.7087,2.4871,GPS
Benin,Plateau,Pobe Hopital de Zone,District Hospital,Government,6.9869,2.669,GPS
Benin,Plateau,Sakete Hopital de Zone,District Hospital,Government,6.7275,2.6721,GPS
Benin,Zou,Cove Hopital de Zone,District Hospital,Government,7.2198,2.3482,GPS
Botswana,Central,Mahalapye District Hospital,District Hospital,Government,-23.1296,26.7962,Other
