Country,Region,Facility_Name,Renamed_Facility_Type,Facility_Owner,Latitude,Longitude,Location_Source
Nigeria,Ebonyi,Ezzamgbo General Hospital,General Hospital,Government,6.3957,7.9764,GPS
Nigeria,Ebonyi,Onicha General Hospital,General Hospital,Government,6.1097,7.8251,GPS
Nigeria,Edo,Ibillo General Hospital,General Hospital,Government,7.4404,6.0687,GPS
Nigeria,Edo,Igarra General Hospital,General Hospital,Government,7.2823,6.1038,GPS
Nigeria,Edo,Ewohimi General Hospital,General Hospital,Government,6.4843,6.3223,GPS
Nigeria,Edo,Ubiaja General Hospital,General Hospital,Government,6.7758,6.3116,GPS
Nigeria,Edo,Ekpoma General Hospital,General Hospital,Government,6.7421,6.139,Other
Nigeria,Edo,Fugar General Hospital,General Hospital,Government,7.0833,6.5,Other
Nigeria,Edo,Agenebode General Hospital,General Hospital,Government,7.1064,6.6965,Combination
Nigeria,Edo,Agbede General Hospital,General Hospital,Government,6.8717,6.2667,GPS
Nigeria,Edo,Igueben General Hospital,General Hospital,Government,6.6128,6.2475,GPS
Nigeria,Edo,Abudu General Hospital,General Hospital,Government,6.2946,6.0315,GPS
Nigeria,Edo,Igbanke General Hospital,General Hospital,Government,6.329,6.2211,Combination
Nigeria,Edo,Urhonigbe General Hospital,General Hospital,Government,5.9836,6.1778,GPS
Nigeria,Edo,Iguobazuwa General Hospital,General Hospital,Government,6.5653,5.3541,GPS
Nigeria,Edo,Usen General Hospital,General Hospital,Government,6.738,5.3382,GPS
Nigeria,Edo,Afuze General Hospital,General Hospital,Government,6.9731,6.0366,GPS
Nigeria,Edo,Sabongidda-Ora General Hospital,General Hospital,Government,6.9054,5.9353,Other
Nigeria,Edo,Uzebba General Hospital,General Hospital,Government,6.9951,5.9038,GPS
Nigeria,Ekiti,Efon General Hospital,General Hospital,Government,7.728,4.9523,GPS
Nigeria,Ekiti,Ilawe General Hospitaltal,General Hospital,Government,7.5833,5.1128,GPS
Nigeria,Ekiti,Aramoko General Hospital,General Hospital,Government,7.6498,5.0696,GPS
Nigeria,Ekiti,Okemesi General Hospital,General Hospital,Government,7.8353,4.9194,GPS
Nigeria,Ekiti,Oke-Emure General Hospital,General Hospital,Government,7.4316,5.4542,GPS
Nigeria,Ekiti,Ijan General Hospital,General Hospital,Government,7.6297,5.4002,GPS
Nigeria,Ekiti,Ode-Ekiti General Hospital,General Hospital,Government,7.6131,5.2353,GPS
Nigeria,Ekiti,Ifaki General Hospital,General Hospital,Government,7.7976,5.2411,GPS
Nigeria,Ekiti,Ikere General Hospital,General Hospital,Government,7.4913,5.2322,Other
Nigeria,Ekiti,Ijesa Isu General Hospital,General Hospital,Government,7.7101,5.4984,Other
Nigeria,Ekiti,Iye General Hospital,General Hospital,Government,7.9432,5.2516,Other
Nigeria,Ekiti,Iyin General Hospital,General Hospital,Government,7.6586,5.1488,GPS
Nigeria,Ekiti,Odose III General Hospital,General Hospital,Government,7.4311,5.4365,GPS
Nigeria,Ekiti,Otun General Hospital,General Hospital,Government,7.9877,5.1299,Other
Nigeria,Ekiti,Ayede General Hospital,General Hospital,Government,7.8867,5.3327,GPS
Nigeria,Ekiti,Ilu Itapa General Hospital,General Hospital,Government,7.804,5.3749,GPS
Nigeria,Ekiti,Oye General Hospital,General Hospital,Government,7.7997,5.3218,GPS
Nigeria,Enugu,Oji River General Hospital,General Hospital,Government,6.2368,7.2828,Other
Nigeria,Federal Capital Territory,Abaji General Hospital,General Hospital,Government,8.4865,6.9441,GPS
Nigeria,Federal Capital Territory,Asokoro General Hospital,General Hospital,Government,9.0456,7.5233,GPS
Nigeria,Federal Capital Territory,Karshi General Hospital,General Hospital,Government,8.8264,7.5711,GPS
Nigeria,Federal Capital Territory,Maitama General Hospital,General Hospital,Government,9.0862,7.4813,GPS
Nigeria,Federal Capital Territory,Nyanya General Hospital,General Hospital,Government,9.0284,7.5697,GPS
Nigeria,Federal Capital Territory,Wuse General Hospital,General Hospital,Government,9.0627,7.469,Google Earth
Nigeria,Federal Capital Territory,Bwari General Hospital,General Hospital,Government,9.2814,7.3848,GPS
Nigeria,Federal Capital Territory,Kubwa General Hospital,General Hospital,Government,9.1572,7.341,GPS
Nigeria,Federal Capital Territory,Kuje General Hospital,General Hospital,Government,8.8814,7.2317,GPS
Nigeria,Federal Capital Territory,Rubochi General Hospital,General Hospital,Government,8.5295,7.0347,GPS
Nigeria,Federal Capital Territory,Kwali General Hospital,General Hospital,Government,8.8175,7.0322,GPS
Nigeria,Gombe,Kashere General Hospital,General Hospital,Government,9.9127,11.0094,GPS
Nigeria,Gombe,Kumo General Hospital,General Hospital,Government,10.0509,11.1965,GPS
Nigeria,Gombe,Pindiga General Hospital,General Hospital,Government,9.9877,10.9524,GPS
Nigeria,Gombe,Tumu General Hospital,General Hospital,Government,10.0069,11.0132,GPS
Nigeria,Gombe,Bambam General Hospital,General Hospital,Government,9.6945,11.5146,GPS
Nigeria,Gombe,Potuki General Hospital,General Hospital,Government,9.848,11.6829,Other
Nigeria,Gombe,Talasse General Hospital,General Hospital,Government,9.9737,11.6689,GPS
Nigeria,Gombe,Billiri General Hospital,General Hospital,Government,9.8816,11.2089,GPS
Nigeria,Gombe,Dukku General Hospital,General Hospital,Government,10.8275,10.7735,GPS
Nigeria,Gombe,Bajoga General Hospital,General Hospital,Government,10.8577,11.4338,GPS
Nigeria,Gombe,Kaltungo General Hospital,General Hospital,Government,9.8301,11.3202,GPS
Nigeria,Gombe,Bojude General Hospital,General Hospital,Government,10.5425,11.0224,GPS
Nigeria,Gombe,Malam Sidi General Hospital,General Hospital,Government,10.4682,11.2936,Other
Nigeria,Gombe,Nafada General Hospital,General Hospital,Government,11.0921,11.3416,GPS
Nigeria,Gombe,Deba General Hospital,General Hospital,Government,10.2219,11.3834,GPS
Nigeria,Gombe,Hina General Hospital,General Hospital,Government,10.3105,11.5165,Other
Nigeria,Gombe,Zambuk General Hospital,General Hospital,Government,10.3266,11.3607,GPS
Nigeria,Imo,Aboh Mbaise General Hospital,General Hospital,Government,5.4771,7.2723,GPS
Nigeria,Imo,Ahiazu General Hospital,General Hospital,Government,5.5339,7.2584,GPS
Nigeria,Imo,Ezinihitte General Hospital,General Hospital,Government,5.4145,7.3168,GPS
Nigeria,Imo,Arondiuogu General Hospital,General Hospital,Government,5.8738,7.1784,GPS
Nigeria,Imo,Urualla General Hospital,General Hospital,Government,5.8451,7.081,GPS
Nigeria,Imo,Ihitte Uboma General Hospital,General Hospital,Government,5.6148,7.3664,GPS
Nigeria,Imo,Isu Njaba General Hospital,General Hospital,Government,5.7046,7.0683,Combination
Nigeria,Imo,Alaenyi Ogwa General Hospital,General Hospital,Government,5.6126,7.0905,Geonames
Nigeria,Imo,Mbieri General Hospital,General Hospital,Government,5.5703,7.0159,GPS
Nigeria,Imo,Ngor Okpala General Hospital,General Hospital,Government,5.3387,7.1515,GPS
Nigeria,Imo,Nkwerre General Hospital,General Hospital,Government,5.7701,7.0942,GPS
Nigeria,Imo,Oguta General Hospital,General Hospital,Government,5.7119,6.8039,GPS
Nigeria,Imo,Egbema General Hospital,General Hospital,Government,5.4024,6.8245,Geonames
Nigeria,Imo,Okigwe General Hospital,General Hospital,Government,5.836,7.3561,GPS
Nigeria,Imo,Amiri General Hospital,General Hospital,Government,5.7292,6.961,GPS
Nigeria,Jigawa,Babura General Hospital,General Hospital,Government,12.7725,9.0172,Other
Nigeria,Jigawa,Birnin Kudu General Hospital,General Hospital,Government,11.4567,9.4834,Other
Nigeria,Jigawa,Dutse General Hospital,General Hospital,Government,11.7235,9.3645,GPS
Nigeria,Jigawa,Gumel General Hospital,General Hospital,Government,12.6308,9.3932,Other
Nigeria,Jigawa,Hadejia General Hospital,General Hospital,Government,12.4526,10.0419,Other
Nigeria,Jigawa,Jahun General Hospital,General Hospital,Government,12.0793,9.6233,GPS
Nigeria,Jigawa,Kazaure General Hospital,General Hospital,Government,12.6517,8.4132,Other
Nigeria,Jigawa,Ringim General Hospital,General Hospital,Government,12.1467,9.155,GPS
Nigeria,Kaduna,Jibrin Maigwari General Hospital,General Hospital,Government,10.6579,6.5372,Other
Nigeria,Kaduna,Sabon Tasha General Hospital,General Hospital,Government,10.4454,7.4228,GPS
Nigeria,Kaduna,Giwa General Hospital,General Hospital,Government,11.2492,7.4777,GPS
Nigeria,Kaduna,Rigasa General Hospital,General Hospital,Government,10.5462,7.3566,GPS
Nigeria,Kaduna,Ikara General Hospital,General Hospital,Government,11.1547,8.2315,GPS
Nigeria,Kaduna,Kwoi General Hospital,General Hospital,Government,9.4593,7.9958,GPS
Nigeria,Kaduna,Kafanchan General Hospital,General Hospital,Government,9.5905,8.2962,GPS
Nigeria,Kaduna,Kachia General Hospital,General Hospital,Government,9.8601,7.9626,GPS
Nigeria,Kaduna,Kawo General Hospital,General Hospital,Government,10.583,7.4468,GPS
Nigeria,Kaduna,Kagarko General Hospital,General Hospital,Government,9.4915,7.6971,GPS
Nigeria,Kaduna,Saminaka General Hospital,General Hospital,Government,10.4133,8.691,GPS
Nigeria,Kaduna,Makarfi General Hospitaltal,General Hospital,Government,11.3622,7.9099,Google Earth
Nigeria,Kaduna,Gwantu General Hospital,General Hospital,Government,9.2231,8.4627,GPS
Nigeria,Kaduna,Zango Kataf General Hospital,General Hospital,Government,9.8284,8.3991,GPS
Nigeria,Kaduna,Zonkwa General Hospital,General Hospital,Government,9.7864,8.2902,GPS
Nigeria,Kaduna,Gambo Sawaba General Hospital,General Hospital,Government,10.9637,8.3928,GPS
Nigeria,Kano,Tiga General Hospital,General Hospital,Government,11.6677,8.2612,Google Earth
Nigeria,Kano,Bichi General Hospital,General Hospital,Government,12.2354,8.2365,GPS
Nigeria,Kano,Danbatta General Hospital,General Hospital,Government,12.4333,8.5166,Other
Nigeria,Kano,Dawakin Kudu General Hospital,General Hospital,Government,11.8397,8.6014,GPS
Nigeria,Kano,Doguwa General Hospital,General Hospital,Government,10.7357,8.5908,GPS
Nigeria,Kano,Sheik Major General Hospital,General Hospital,Government,12.012,8.5238,Google Earth
Nigeria,Kano,Gaya General Hospital,General Hospital,Government,11.8681,9.001,Other
Nigeria,Kano,Gezawa General Hospital,General Hospital,Government,12.0883,8.7518,GPS
Nigeria,Kano,Gwarzo General Hospital,General Hospital,Government,11.9257,7.9379,GPS
Nigeria,Kano,Kura General Hospital,General Hospital,Government,11.778,8.4242,GPS
Nigeria,Kano,Minjibir General Hospital,General Hospital,Government,12.1811,8.656,Other
Nigeria,Kano,Sir Ms General Hospital,General Hospital,Government,12.0128,8.5841,Google Earth
Nigeria,Kano,Rano General Hospital,General Hospital,Government,11.5627,8.5855,Google Earth
Nigeria,Kano,Sumaila General Hospital,General Hospital,Government,11.5407,8.9568,GPS
Nigeria,Kano,Wudil General Hospital,General Hospital,Government,11.8093,8.8434,GPS
Nigeria,Katsina,Baba Ruga General Hospital,General Hospital,Government,12.9565,7.5646,GPS
Nigeria,Katsina,Batsari General Hospital,General Hospital,Government,12.8542,7.2009,GPS
Nigeria,Katsina,Baure General Hospital,General Hospital,Government,12.8401,8.7403,GPS
Nigeria,Katsina,Daura General Hospital,General Hospital,Government,13.0354,8.3097,GPS
Nigeria,Katsina,Dutsin-Ma General Hospital,General Hospital,Government,12.4547,7.4978,Google Earth
Nigeria,Katsina,Fta General Hospital,General Hospital,Government,11.5344,7.3163,Google Earth
Nigeria,Katsina,Ingawa General Hospital,General Hospital,Government,12.6397,8.0503,Other
Nigeria,Katsina,Jibia General Hospital,General Hospital,Government,13.104,7.2311,GPS
Nigeria,Katsina,Kankara General Hospital,General Hospital,Government,11.9296,7.4113,GPS
Nigeria,Katsina,Knk General Hospital,General Hospital,Government,12.5492,7.8431,GPS
Nigeria,Katsina,Katsina General Hospital,General Hospital,Government,13.0001,7.6017,GPS
Nigeria,Katsina,Kurfi General Hospital,General Hospital,Government,12.6659,7.4871,GPS
Nigeria,Katsina,Mlf General Hospital,General Hospital,Government,11.8048,7.6207,GPS
Nigeria,Katsina,Mani General Hospital,General Hospital,Government,12.8617,7.8785,GPS
Nigeria,Katsina,Msw General Hospital,General Hospital,Government,12.1372,7.6686,GPS
Nigeria,Katsina,Rimi General Hospital,General Hospital,Government,12.8465,7.7005,GPS
Nigeria,Kebbi,Aliero General Hospital,General Hospital,Government,12.2946,4.4681,GPS
Nigeria,Kebbi,Argungu General Hospital,General Hospital,Government,12.7355,4.5272,GPS
Nigeria,Kebbi,Zauro General Hospital,General Hospital,Government,12.501,4.3073,GPS
Nigeria,Kebbi,Bunza General Hospital,General Hospital,Government,12.0791,4.0022,GPS
Nigeria,Kebbi,Wasagu General Hospital,General Hospital,Government,11.3735,5.8073,Other
Nigeria,Kebbi,Jega General Hospital,General Hospital,Government,12.2295,4.3743,GPS
Nigeria,Kebbi,Koko û Besse Magaji General Hospital,General Hospital,Government,11.4271,4.5166,Google Earth
Nigeria,Kebbi,Maiyama General Hospital,General Hospital,Government,12.0833,4.3666,Other
Nigeria,Kebbi,Maikaho General Hospital,General Hospital,Government,10.5686,4.7021,Geonames
Nigeria,Kebbi,Wara General Hospital,General Hospital,Government,10.2149,4.6222,GPS
Nigeria,Kebbi,Fada General Hospital,General Hospital,Government,11.2432,5.4698,Google Earth
Nigeria,Kebbi,Yelwa North General Hospital,General Hospital,Government,10.8359,4.739,Geonames
Nigeria,Kebbi,Senchi General Hospital,General Hospital,Government,11.3657,5.2151,Geonames
Nigeria,Kebbi,Zuru General Hospital,General Hospital,Government,11.4464,5.2872,Google Earth
Nigeria,Kogi,Ankpa General Hospital,General Hospital,Government,7.4041,7.6317,GPS
Nigeria,Kogi,Oguma General Hospital,General Hospital,Government,7.8846,7.0607,GPS
Nigeria,Kogi,Egume General Hospital,General Hospital,Government,7.4748,7.2396,GPS
Nigeria,Kogi,Iyale General Hospital,General Hospital,Government,7.6315,7.3184,GPS
Nigeria,Kogi,Idah General Hospital,General Hospital,Government,7.1,6.7333,Other
Nigeria,Kogi,Odolu General Hospital,General Hospital,Government,6.9814,7.1568,GPS
Nigeria,Kogi,Ayetoro General Hospital,General Hospital,Government,7.9873,5.9924,Google Earth
Nigeria,Kogi,Iyamoye General Hospital,General Hospital,Government,7.7807,5.7976,GPS
Nigeria,Kogi,Kabba General Hospital,General Hospital,Government,7.824,6.0895,GPS
Nigeria,Kogi,Ileteju General Hospital,General Hospital,Government,7.4019,6.2255,Google Earth
Nigeria,Kogi,Ogori General Hospital,General Hospital,Government,7.4504,6.1787,GPS
Nigeria,Kogi,Obandege General Hospital,General Hospital,Government,7.6103,6.2055,GPS
Nigeria,Kogi,Okene General Hospital,General Hospital,Government,7.5544,6.2385,GPS
Nigeria,Kogi,Okengwe General Hospital,General Hospital,Government,7.5462,6.1969,GPS
Nigeria,Kogi,Okpo General Hospital,General Hospital,Government,7.2083,7.55,GPS
Nigeria,Kogi,Abejukolo-1 General Hospital,General Hospital,Government,7.8673,7.5061,GPS
Nigeria,Kogi,Itedoirunda General Hospital,General Hospital,Government,8.2667,5.8333,Other
Nigeria,Kwara,Afon General Hospital,General Hospital,Government,8.3246,4.5333,GPS
Nigeria,Kwara,Share General Hospital,General Hospital,Government,8.8167,4.979,GPS
Nigeria,Kwara,Agbamu General Hospital,General Hospital,Government,8.1166,4.8722,GPS
Nigeria,Kwara,Omu-Aran General Hospital,General Hospital,Government,8.1489,5.0924,Google Earth
Nigeria,Kwara,Oro General Hospital,General Hospital,Government,8.23,4.8975,GPS
Nigeria,Kwara,Isanlu-Isin General Hospital,General Hospital,Government,8.2247,5.0842,GPS
Nigeria,Kwara,Kaiama General Hospital,General Hospital,Government,9.6022,3.9463,GPS
Nigeria,Kwara,Aiyedun General Hospital,General Hospital,Government,8.0994,5.142,Other
Nigeria,Kwara,Erin General Hospital,General Hospital,Government,8.0947,4.7033,Other
Nigeria,Kwara,Patigi General Hospital,General Hospital,Government,8.7208,5.7526,GPS
Nigeria,Lagos,Orile- Agege General Hospital,General Hospital,Government,6.6143,3.3244,Geonames
Nigeria,Lagos,Ajeromi Ifelodun General Hospital,General Hospital,Government,6.6198,3.3311,Google Earth
Nigeria,Lagos,Amukoko General Hospital,General Hospital,Government,6.4662,3.3427,GPS
Nigeria,Lagos,Alimosho General Hospital,General Hospital,Government,6.6003,3.3005,GPS
Nigeria,Lagos,Apapa General Hospital,General Hospital,Government,6.44,3.364,Geonames
Nigeria,Lagos,Badagry General Hospital,General Hospital,Government,6.4138,2.897,GPS
Nigeria,Lagos,Agbowa General Hospital,General Hospital,Government,6.6378,3.7147,GPS
Nigeria,Lagos,Epe General Hospital,General Hospital,Government,6.5864,3.9706,GPS
Nigeria,Lagos,Ketu General Hospital,General Hospital,Government,6.6348,3.8805,Other
Nigeria,Lagos,Ibeju Lekki General Hospital,General Hospital,Government,6.4545,3.9432,Geonames
Nigeria,Lagos,Ifako General Hospital,General Hospital,Government,6.6452,3.3257,GPS
Nigeria,Lagos,Ikorodu General Hospital,General Hospital,Government,6.609,3.4994,GPS
Nigeria,Lagos,Gbagada General Hospital,General Hospital,Government,6.5521,3.3878,GPS
Nigeria,Lagos,Lagos General Hospital,General Hospital,Government,6.4542,3.3831,Google Earth
Nigeria,Lagos,Mushin General Hospital,General Hospital,Government,6.5314,3.3463,GPS
Nigeria,Lagos,Era Mini General Hospital,General Hospital,Government,6.477,3.1241,GPS
Nigeria,Lagos,Isolo General Hospital,General Hospital,Government,6.5281,3.3195,GPS
Nigeria,Lagos,Somolu General Hospital,General Hospital,Government,6.5393,3.3791,Other
Nigeria,Lagos,Surulere General Hospital,General Hospital,Government,6.5068,3.3592,Google Earth
Nigeria,Nasarawa,Akwanga General Hospital,General Hospital,Government,8.9145,8.3876,GPS
Nigeria,Nasarawa,Awe General Hospital,General Hospital,Government,8.1101,9.1441,GPS
Nigeria,Nasarawa,Agbashi General Hospital,General Hospital,Government,8.0169,8.1188,Google Earth
Nigeria,Nasarawa,Doma General Hospital,General Hospital,Government,8.3914,8.3552,GPS
Nigeria,Nasarawa,Panda General Hospital,General Hospital,Government,9.2657,7.837,GPS
Nigeria,Nasarawa,Uke General Hospital,General Hospital,Government,8.8961,7.7113,GPS
Nigeria,Nasarawa,Keana General Hospital,General Hospital,Government,8.152,8.8008,GPS
Nigeria,Nasarawa,Keffi General Hospital,General Hospital,Government,8.8478,7.8848,Other
Nigeria,Nasarawa,Garaku General Hospital,General Hospital,Government,8.8333,8.1167,Other
Nigeria,Nasarawa,Nasarawa General Hospital,General Hospital,Government,8.5294,7.7241,Other
Nigeria,Nasarawa,Udege General Hospital,General Hospital,Government,8.4206,7.9074,GPS
Nigeria,Nasarawa,Nassarawa Eggon General Hospital,General Hospital,Government,8.7109,8.5273,GPS
Nigeria,Nasarawa,Obi General Hospital,General Hospital,Government,8.3716,8.7704,Combination
Nigeria,Nasarawa,Toto General Hospital,General Hospital,Government,8.3848,7.0758,GPS
Nigeria,Niger,Umaru Ma'Ajigi II General Hospital,General Hospital,Government,9.0757,6.0133,GPS
Nigeria,Niger,Minna Central General Hospital,General Hospital,Government,9.613,6.5442,GPS
Nigeria,Niger,Kantagora General Hospital,General Hospital,Government,10.4014,5.4705,GPS
Nigeria,Niger,Kutigi Kutigi General Hospital,General Hospital,Government,9.199,5.5959,Google Earth
Nigeria,Niger,Bangi General Hospital,General Hospital,Government,10.8297,5.8197,GPS
Nigeria,Niger,Mokwa General Hospital,General Hospital,Government,9.292,5.0581,GPS
Nigeria,Niger,Bussa General Hospital,General Hospital,Government,9.8743,4.5008,GPS
Nigeria,Niger,Kagara General Hospital Rafi,General Hospital,Government,10.1917,6.2582,GPS
Nigeria,Niger,T-Magajiya General Hospital,General Hospital,Government,11.1741,5.2762,Google Earth
Nigeria,Niger,Suleja General Hospital,General Hospital,Government,9.185,7.1767,GPS
Nigeria,Niger,Sabon Wuse General Hospital,General Hospital,Government,9.2999,7.2331,GPS
Nigeria,Ogun,Iberekodo V General Hospital,General Hospital,Government,7.2102,3.3385,GPS
Nigeria,Ogun,ItoriGeneral Hospital,General Hospital,Government,6.9334,3.2199,GPS
Nigeria,Ogun,Ifo General Hospital,General Hospital,Government,6.8332,3.1921,GPS
Nigeria,Ogun,Ogbere General Hospital,General Hospital,Government,6.7408,4.1584,GPS
Nigeria,Ogun,Ijebu - Igbo General Hospital,General Hospital,Government,6.9905,3.9997,GPS
Nigeria,Ogun,Atan General Hospital,General Hospital,Government,6.8916,4.0047,GPS
Nigeria,Ogun,Ikenne II General Hospital,General Hospital,Government,6.8733,3.7125,GPS
Nigeria,Ogun,Iperu General Hospital,General Hospital,Government,6.9247,3.6618,GPS
Nigeria,Ogun,Imeko General Hospital,General Hospital,Government,7.4563,2.8329,GPS
Nigeria,Ogun,Idiroko General Hospital,General Hospital,Government,6.6432,2.7488,GPS
Nigeria,Ogun,Ipokia General Hospital,General Hospital,Government,6.5176,2.8464,GPS
Nigeria,Ogun,Owode General Hospital,General Hospital,Government,6.9419,3.51,GPS
Nigeria,Ogun,Odeda General Hospital,General Hospital,Government,7.2355,3.5265,GPS
Nigeria,Ogun,Ala-Idowa General Hospital,General Hospital,Government,6.7697,3.8706,Other
Nigeria,Ogun,Ayepe General Hospital,General Hospital,Government,6.804,3.7382,Other
Nigeria,Ogun,Omu General Hospital,General Hospital,Government,6.6859,3.8627,GPS
Nigeria,Ogun,Ibiade General Hospital,General Hospital,Government,6.5365,4.3407,GPS
Nigeria,Ogun,Isara I General Hospital,General Hospital,Government,7.0025,3.6855,GPS
Nigeria,Ogun,Bode Lemo General Hospital,General Hospital,Government,6.7404,3.6675,GPS
Nigeria,Ogun,Saala General Hospital,General Hospital,Government,7.2387,3.0168,Google Earth
Nigeria,Ondo,Irun-Akoko General Hospital,General Hospital,Government,7.5732,5.6795,GPS
Nigeria,Ondo,Ipe General Hospital,General Hospital,Government,7.4219,5.8503,GPS
Nigeria,Ondo,Iwaro-Oka General Hospital,General Hospital,Government,7.4452,5.6161,Combination
Nigeria,Ondo,Itaogbolu General Hospital,General Hospital,Government,7.3695,5.2487,Other
Nigeria,Ondo,Igbekebo General Hospital,General Hospital,Government,6.3546,4.8627,Other
Nigeria,Ondo,Idanre General Hospital,General Hospital,Government,7.1088,5.115,Other
Nigeria,Ondo,Igbara-Oke General Hospital,General Hospital,Government,7.4109,5.0615,Other
Nigeria,Ondo,Igbokoda General Hospital,General Hospital,Government,6.3572,4.7962,Combination
Nigeria,Ondo,Ile-Oluji General Hospital,General Hospital,Government,7.2167,4.8667,Other
Nigeria,Ondo,Ode-Irele General Hospital,General Hospital,Government,6.4869,4.87,Other
Nigeria,Ondo,Ore General Hospital,General Hospital,Government,6.7506,4.8777,GPS
Nigeria,Ondo,Bolorunduro General Hospital,General Hospital,Government,6.9722,4.6857,Geonames
Nigeria,Ondo,Idoani General Hospital,General Hospital,Government,7.2923,5.8448,GPS
Nigeria,Ondo,Owo General Hospital,General Hospital,Government,7.1981,5.5685,GPS
Nigeria,Osun,Ipetumodu General Hospital,General Hospital,Government,7.5167,4.45,Other
Nigeria,Osun,Ila General Hospital,General Hospital,Government,8.0167,4.9,Geonames
Nigeria,Osun,Ikire General Hospital,General Hospital,Government,7.375,4.2,GPS
Nigeria,Osun,Ijebu-Jesa General Hospital,General Hospital,Government,7.6914,4.8059,GPS
Nigeria,Oyo,Fiditi General Hospital,General Hospital,Government,7.7173,3.9224,GPS
Nigeria,Oyo,Ilora General Hospital,General Hospital,Government,7.8005,3.9034,GPS
Nigeria,Oyo,Ago Are General Hospital,General Hospital,Government,8.5089,3.4189,GPS
Nigeria,Oyo,Tede General Hospital,General Hospital,Government,8.5452,3.4468,GPS
Nigeria,Oyo,Jericho General Hospital,General Hospital,Government,7.3969,3.8709,GPS
Nigeria,Oyo,Igbo Ora General Hospital,General Hospital,Government,7.4389,3.2774,Combination
Nigeria,Oyo,Ayete General Hospital,General Hospital,Government,7.5443,3.221,GPS
Nigeria,Oyo,Kisi General Hospital,General Hospital,Government,9.0833,3.85,Other
Nigeria,Oyo,Ado Awaye General Hospital,General Hospital,Government,7.8356,3.4356,GPS
Nigeria,Oyo,Iseyin General Hospital,General Hospital,Government,7.9487,3.6175,GPS
Nigeria,Oyo,Okeho General Hospital,General Hospital,Government,8.0433,3.3801,GPS
Nigeria,Oyo,Lagun General Hospital,General Hospital,Government,7.5333,4.0999,Other
Nigeria,Oyo,Igbeti General Hospital,General Hospital,Government,8.75,4.1333,Other
Nigeria,Oyo,Orile Odo General Hospital,General Hospital,Government,7.2502,3.8546,GPS
Nigeria,Oyo,Ago Igi Isubu General Hospital,General Hospital,Government,8.8389,3.7553,Google Earth
Nigeria,Oyo,Sepeteri General Hospital,General Hospital,Government,8.6294,3.6536,Combination
Nigeria,Oyo,Iresadu General Hospital,General Hospital,Government,8.1006,4.433,Combination
Nigeria,Plateau,Gafat General Hospital,General Hospital,Government,9.4985,8.9203,Combination
Nigeria,Plateau,Bukkos General Hospital,General Hospital,Government,9.2993,8.9943,Combination
Nigeria,Plateau,Jarawan Koli General Hospital,General Hospital,Government,9.9929,9.1002,GPS
Nigeria,Plateau,Dengi General Hospital,General Hospital,Government,9.3699,9.9782,GPS
Nigeria,Plateau,Kabwir Pada General Hospital,General Hospital,Government,9.3993,9.5631,GPS
Nigeria,Plateau,Tabat General Hospital,General Hospital,Government,9.1779,9.7694,Combination
Nigeria,Plateau,Mabudi General Hospital,General Hospital,Government,8.5801,9.8654,Google Earth
Nigeria,Plateau,Mangu I General Hospital,General Hospital,Government,9.4754,9.1611,GPS
Nigeria,Plateau,Tunkus General Hospital,General Hospital,Government,9.0237,9.6148,GPS
Nigeria,Plateau,Pankshin General Hospital,General Hospital,Government,9.3232,9.4233,GPS
Nigeria,Plateau,Riyom General Hospital,General Hospital,Government,9.5504,8.7497,Combination
Nigeria,Plateau,Shendam General Hospital,General Hospital,Government,8.8783,9.5463,GPS
Nigeria,River,Abua General Hospital,General Hospital,Government,4.8568,6.6442,Other
Nigeria,River,Aminigboko General Hospital,General Hospital,Government,4.94,6.5855,GPS
Nigeria,River,Emelego General Hospital,General Hospital,Government,4.8207,6.5122,Geonames
Nigeria,River,Ward 4 General Hospital,General Hospital,Government,4.9911,6.4614,GPS
Nigeria,River,Joinkrama General Hospital,General Hospital,Government,5.1333,6.4666,Other
Nigeria,River,Abonnema General Hospital,General Hospital,Government,4.7244,6.7786,GPS
Nigeria,River,Ngo General Hospital,General Hospital,Government,4.4808,7.4105,GPS
Nigeria,River,Buguma General Hospital,General Hospital,Government,4.7388,6.8596,GPS
Nigeria,River,Bonny General Hospital,General Hospital,Government,4.4356,7.175,GPS
Nigeria,River,Degema General Hospital,General Hospital,Government,4.8733,6.8649,GPS
Nigeria,River,Eleme General Hospital,General Hospital,Government,4.8181,7.0884,GPS
Nigeria,River,Eleleamini General Hospital,General Hospital,Government,5.05,6.7333,Geonames
Nigeria,River,Emohua General Hospital,General Hospital,Government,4.887,6.8559,GPS
Nigeria,River,Okehi General Hospital,General Hospital,Government,5.1322,7.1377,GPS
Nigeria,River,Okomoko General Hospital,General Hospital,Government,5,7.0667,Other
Nigeria,River,Bodo General Hospital,General Hospital,Government,4.6334,7.2756,GPS
Nigeria,River,Teraboh General Hospital,General Hospital,Government,4.6546,7.2957,GPS
Nigeria,River,Isiokpo General Hospital,General Hospital,Government,4.9567,6.8796,GPS
Nigeria,River,Ubima General Hospital,General Hospital,Government,5.1238,6.9027,GPS
Nigeria,River,Bori General Hospital,General Hospital,Government,4.674,7.376,GPS
Nigeria,River,Kono General Hospital,General Hospital,Government,4.5975,7.4963,Other
Nigeria,River,Taabaa General Hospital,General Hospital,Government,4.735,7.4148,GPS
Nigeria,River,Erema General Hospital,General Hospital,Government,5.2237,6.6644,Geonames
